번호,수어 표제어 번호,수형설명,한국어 대응표현,결합정보,대/중 분류
9232,18913,"두 손을 손끝이 위로 향하게 맞댄 다음, 손바닥이 밖으로 향하게 세워 어깨 위로 높이 들고, 오른 주먹의 1지를 펴서 끝을 코 오른쪽에 댔다가 떼며 1지를 접고 5지를 펴서 바닥이 밖으로 향하게 세운다.",아므람,모세+ 아버지,전문용어 수어 > 기독교
9233,18922,"1‧5지 끝을 붙인 오른 주먹의 손목을 돌리면서 1지를 편 다음, 손등이 아래로 향하게 가볍게 쥔 두 주먹을 위로 올리며 손가락을 활짝 펴고, 오른 주먹의 5지를 펴서 세운다.",아비멜렉,다윗+제사장,전문용어 수어 > 기독교
9234,18933,"두 주먹을 입 양옆에 1지 옆면에 닿게 댔다가 내밀면서 1․2지를 펴는 동작을 두 번 반복한 다음, 손바닥이 아래로 손끝이 밖으로 향하게 편 오른손을 위로 올리며 2지와 5지 끝을 맞대고, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",안디옥,,전문용어 수어 > 기독교
9235,18936,"오른 손바닥을 머리 위에 댔다가, 펴서 세운 왼 주먹의 5지 위에 내려놓은 다음, 손등이 아래로 향하게 가볍게 쥔 두 주먹을 위로 올리며 손가락을 활짝 편다.",안수례,안수+식(式),전문용어 수어 > 기독교
9236,18945,"왼 주먹의 2지를 펴서 등이 밖으로 향하게 세운 다음, 오른 주먹의 1‧2‧3지를 펴서 끝으로 왼 손등을 스쳐 내리고, 왼손의 1지 끝 바닥에 오른 주먹의 2지를 펴서 끝 등을 댄다.",암몬,롯+차남,전문용어 수어 > 기독교
9237,18952,"오른 주먹의 1·5지 끝을 맞대어 오른쪽 눈 밑에서 아래로 내린 다음, 오른 주먹의 바닥으로 가슴을 두 번 툭툭 친다.",애통,울다+한탄,전문용어 수어 > 기독교
9238,18959,"손바닥이 위로 손끝이 밖으로 향하게 오므린 왼 손바닥에 오른 주먹의 1·5지를 펴서 모로 세워 왼 손바닥에 대고 동시에 전후로 흔든 다음, 손바닥이 위로 향하게 편 왼손의 2지 끝 바닥에, 오른 주먹의 2지를 펴서 댄다.",야벳,,전문용어 수어 > 기독교
9239,18965,"왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 끝을 오른 주먹의 1․5지로 잡아 가슴 앞으로 당긴 다음, 오른 주먹의 5지를 펴서 끝 바닥으로 배를 스쳐 내리며 5지 바닥이 보이도록 손목을 돌린다.",양자,데려옴을 나타내는 동작+아들,전문용어 수어 > 기독교
9240,18974,"오른 주먹의 5지를 펴서 5지 등을 이마에 댄 다음, 5지를 접고 4지를 펴서 등이 밖으로 향하게 세워 이마에 대고, 왼 주먹의 2지를 펴서 등이 밖으로 향하게 세우고, 그 등 밑에서 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 손바닥이 밖으로 향하게 하여 천천히 위로 올린 다음, 오른 주먹의 2지를 펴서 등이 밖으로 향하게 세운다.",에덴동산,아담+ 하와+ 동(東)①+ 산,전문용어 수어 > 기독교
9241,18986,오른 주먹의 1·2․4지를 펴서 벌려 끝이 왼쪽으로 향하게 하여 입 오른쪽에서 왼쪽으로 힘주어 움직이며 1·2지를 붙인다.,에스더,,전문용어 수어 > 기독교
9242,18989,"왼손의 1․5지 끝을 붙이고 손바닥이 위로 손끝이 왼쪽 밖으로 향하게 하고, 그 끝에 오른손의 손끝을 대고 두 손을 동시에 돌려 손끝이 위로 향하게 한 다음, 두 손을 손끝이 밖으로 향하게 맞댔다가 손목을 양옆으로 돌려 편다.",에스라서,,전문용어 수어 > 기독교
9243,18995,오른손의 1․5지 끝을 붙여 머리 위에 손바닥이 닿게 댔다가 뗀다.,엘리사,,전문용어 수어 > 기독교
9244,13688,"오른 주먹의 1‧2지를 펴서 끝이 콧구멍으로 향하게 하여 두 번 밀어올린 다음, 왼 주먹의 1‧2지를 펴서 끝이 오른쪽으로 향하게 모로 세우고, 오른 주먹의 1‧2지를 펴서 끝이 위로 등이 밖으로 향하게 세워 왼 주먹의 2지 밑면에 두 번 댔다 떼고, 손바닥이 안으로 향하게 펴서 손가락을 약간 구부린 두 팔을 ‘X’자로 댔다가 주먹을 쥐며 당겨 두 손목이 ‘X’자로 닿게 한 다음, 손가락을 벌려 끝이 오른쪽으로 향하게 비스듬히 세운 왼손의 손가락을 오른 주먹의 1‧5지로 1지부터 4지까지 차례로 살짝 잡았다 놓는다.",보험 약관,,전문용어 수어 > 교통
9245,13696,"오른 주먹의 4‧5지를 펴서 손등이 위로 향하게 하여 왼쪽 위로 내민 다음, 오른 주먹의 1지를 펴서 상하로 삼각형을 그린다.",비행기 표지,비행기+삼각형 표지,전문용어 수어 > 교통
9246,13705,"오른 주먹의 1‧2‧3지를 펴서 바닥이 밖으로 향하게 세운 다음, 오른손의 손가락을 구부려 턱에 대고 좌우로 두 번 움직이고, 손바닥이 옆으로 향하게 편 두 손의 손목을 ‘X’자로 맞대고 아래로 내리면서 손가락을 두 번 오므렸다 편다.",삼색등,3(지숫자)+색+신호등,전문용어 수어 > 교통
9247,13722,두 손을 벌려 약간 구부려 마주 보게 하였다가 빠르게 손목을 아래로 돌린다.,손괴,,전문용어 수어 > 교통
9248,13725,"오른 주먹의 1‧5지를 펴서 구부려 입으로 약간 기울여 올린 다음, 손끝이 오른쪽으로 손등이 위로 향하게 편 왼 손등을 오른 손바닥으로, 오른쪽으로 스쳐 내고, 오른손의 1‧5지 끝을 맞대어 동그라미를 만들어 왼 손등 약간 위에서 왼 팔 위로 올린다.",수막현상,,전문용어 수어 > 교통
9249,17896,"손바닥이 아래로 손끝이 밖으로 향하게 편 오른손을 위로 올리며 2지와 5지 끝을 맞댄 다음, 오른 주먹의 1·2지를 펴서 끝으로, 손바닥이 위로 손끝이 밖으로 향하게 펴서 비스듬히 세운 왼 손바닥을 두 번 오르내리고, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",주송자,,전문용어 수어 > 천주교
9250,20151,"손바닥이 위로 향하게 편 오른손의 손가락을 5지부터 차례로 접고, 1·5지를 펴서 벌린 두 주먹을 머리 위에서 머리로 내린 다음, 두 주먹의 1·5지를 펴서 1지 끝이 위로 바닥이 밖으로 향하게 세워 얼굴 앞에서 상하로 엇갈리게 두 번 움직이고, 왼 주먹의 1지를 펴서 세우고, 그 바닥에 오른 주먹의 1·5지를 펴서 ‘ㄷ’ 모양이 되게 하여 끝을 두 번 댔다 뗀다.",수 관형사,,전문용어 수어 > 국어 교과 용어
9251,20157,"두 주먹의 1·5지를 펴서 1지를 상하로 엇갈리게 두 번 부딪친 다음, 두 주먹의 1지를 펴서 번갈아 위로 올려 세우고, 오른 손가락 등으로 바닥이 안으로 향하게 편 왼 손바닥을 오른쪽으로 두 번 스쳐 낸다.",수지도,,전문용어 수어 > 국어 교과 용어
9252,20165,"오른 주먹의 1지를 펴서 오른쪽 관자놀이에 댔다가, 밖으로 내리며 손끝이 밖으로 손바닥이 위로 향하게 편다.","-습니까,묻다,-ㅂ니까",,전문용어 수어 > 국어 교과 용어
9253,20169,묻는 표정을 짓는다(의문의 뜻을 나타내는 경우).,-시어요,,전문용어 수어 > 국어 교과 용어
9254,20179,"5지를 접고 나머지 손가락을 펴서 손바닥이 왼쪽으로 향하게 세운 오른손의 1지 옆면을 턱 중앙에 댄 다음, 오른손의 1‧5지 끝을 맞대어 동그라미를 만들어 끝으로 왼 손바닥을 손목에서 손끝으로 스쳐 내는 동작을 두 번 반복하고, 손가락을 모아 붙인 두 손의 손끝을 두 번 마주 댄 다음, 1·2지를 펴서 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린다.",실용 문법,,전문용어 수어 > 국어 교과 용어
9255,20185,손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 보인다.,ㅇ[이응],,전문용어 수어 > 국어 교과 용어
9256,20193,명령하는 표정을 짓는다.,-아라①,,전문용어 수어 > 국어 교과 용어
9257,20201,부탁하는 표정을 짓는다(명령의 뜻을 나타내는 경우).,-아요,,전문용어 수어 > 국어 교과 용어
9258,20206,"오른 주먹의 1·5지를 펴서 등이 밖으로 향하게 하여 왼쪽에서 오른쪽으로 이동한 다음, 오른손을 손바닥이 위로 향하게 하여 약간 돌려 위로 올린다.",아주높임,아주+ 높이다,전문용어 수어 > 국어 교과 용어
9259,20213,"두 팔을 벌렸다가 가슴에 모아 댄 다음, 손가락을 모아 붙인 두 손의 손끝을 두 번 맞댄다.",안은 문장,안다+ 문장,전문용어 수어 > 국어 교과 용어
9260,20220,"손끝이 밖으로 향하게 모로 세운 왼 손바닥 앞에서, 손등이 밖으로 손끝이 왼 손바닥으로 향하게 편 오른손을 상하로 흔든다(부정문의 경우).",-았,아직,전문용어 수어 > 국어 교과 용어
9261,20225,오른 주먹의 1지를 펴서 끝이 밖으로 향하게 하여 약간 내민다.,"야1,것",가리키는 동작,전문용어 수어 > 국어 교과 용어
9262,20232,"두 손의 손가락을 약간 구부려 오른손이 위에 놓이게 두 손의 손가락 끝이 마주 보게 하여 상하로 두 번 벌렸다 좁히고, 손바닥이 위로 향하게 편 오른손의 손가락을 5지부터 차례로 접은 다음, 왼 주먹의 1지를 펴서 세우고, 그 바닥에 오른 주먹의 1·5지를 펴서 ‘ㄷ’ 모양이 되게 하여 끝을 두 번 댔다 뗀다.",양수사,수량+ 수사,전문용어 수어 > 국어 교과 용어
9263,20242,"왼 주먹의 1지를 펴서 세우고, 그 바닥에 오른 주먹의 1·5지를 펴서 ‘ㄷ’ 모양이 되게 하여 끝을 두 번 댔다 뗀 다음, 주먹을 쥐고 세운 왼팔을 오른손으로 잡아 스쳐 올린다.",어간,,전문용어 수어 > 국어 교과 용어
9264,20249,오른 주먹의 1지를 펴서 끝이 아래로 향하게 하여 머리 오른쪽에서 서서히 내린다.,"-어라②,-구나",,전문용어 수어 > 국어 교과 용어
9265,21735,"오른 주먹을 코에 1·5지 옆면이 닿게 댔다가 약간 내민 다음, 두 주먹의 1·2지를 펴서 반쯤 구부려 어깨 위에서 전후로 엇갈리게 움직인다.",우량 업체,,전문용어 수어 > 경제
9266,21739,"오른 주먹의 1·2지를 펴서 끝 바닥을 입에 댔다가 왼 손바닥에 대고, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔든 다음, 왼 주먹의 1·2지를 펴서 등이 밖으로 향하게 모로 세우고, 그 밑에 오른 주먹의 1·2지를 펴서 등이 밖으로 향하게 세워 두 번 댔다 뗀다.",우편 저금,우편+ 저금,전문용어 수어 > 경제
9267,21746,"손등이 밖으로 향하게 주먹을 쥐고 세운 왼팔의 팔꿈치 밑에 오른 주먹의 등을 대며 손가락을 편 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 상하로 가볍게 두 번 흔들고, 두 주먹의 1·5지를 펴서 손등이 밖으로 향하게 하여 5지 끝을 1지 아랫마디에 대고 1지 끝까지 밀어내면서 두 주먹의 1지 끝을 접근한다.",원가 절감,,전문용어 수어 > 경제
9268,21753,"오른 주먹의 5지 등을 오른쪽 입가에 댔다가 1지를 펴면서 약간 내미는 동작을 두 번 반복하고, 왼 주먹의 1지를 펴서 끝이 밖으로 향하게 모로 세우고, 오른손을 모로 세워 4지 옆면이 닿게 왼손의 1지 첫 마디에 댔다가 내밀고, 둘째 마디에 댔다가 내민 다음, 오른 주먹의 1·2지를 펴서 바닥을 왼 손바닥에 대고 왼손으로 감싸 쥔 다음, 오른손의 1·2지를 밑으로 빼낸다.",월부 판매,,전문용어 수어 > 경제
9269,23243,"오른 주먹의 1·2지를 펴서 바닥이 밖으로 향하게 세웠다가 1·2지를 접은 다음, 주먹을 쥔 왼 팔등에 1·5지 끝을 맞댄 오른 주먹을 올려놓고 전후로 움직이고, 손등이 위로 손끝이 밖으로 향하게 벌려 편 두 손을 중앙으로 모아 올리며 1지 옆면이 닿게 손끝을 모아 댄 다음, 오른 주먹의 5지를 펴서 왼 손바닥에 세운다.",유엔 사무총장,,전문용어 수어 > 정치
9270,23248,"오른 주먹의 1지를 펴서 옆면으로 입술 밑을 오른쪽으로 스쳐 낸 다음, 손등이 위로 향하게 비스듬히 내린 왼 손등에 오른 손등을 댔다가 오른쪽으로 스쳐 내리고, 손바닥이 위로 향하게 편 왼 손바닥에 손가락을 약간 구부려 바닥이 아래로 향하게 편 오른손을 왼 손바닥 밑에서 힘주어 올려 손등이 닿게 돌려 댄다.","유혈 혁명,폭력 혁명",유혈(피)+ 혁명,전문용어 수어 > 정치
9271,23257,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 5지를 펴서 세운 두 주먹을 마주 보게 하여 두 번 약간 누이다가 세우고, 왼 손바닥을 목 왼쪽에 댔다가 밖으로 내밀며 주먹을 쥐고 5지를 펴서 세운 다음, 그 밑에서 5지를 펴서 세운 오른 주먹을 왼쪽으로 한 바퀴 돌리고, 1·2지를 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린 다음, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",의원 내각제,,전문용어 수어 > 정치
9272,23260,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 5지를 펴서 세운 두 주먹을 마주 보게 하여 두 번 약간 누이다가 세우고, 왼 주먹의 5지를 펴서 세우고, 그 밑에서 5지를 펴서 세운 오른 주먹을 왼쪽으로 한 바퀴 돌린 다음, 두 손의 손끝을 마주 댔다가 안으로 큰 원을 그리며 돌려 두 손목을 맞대고, 1·2지를 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린 다음, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",의회 위원회제,,전문용어 수어 > 정치
9273,23265,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 5지를 펴서 세운 두 주먹을 마주 보게 하여 두 번 약간 누이다가 세우고, 오른 주먹의 1지를 펴서 오른쪽 관자놀이에 대고 좌우로 약간 돌린 다음, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",의회주의,의회+ 주의,전문용어 수어 > 정치
9274,23273,"오른 주먹의 1·2지를 펴서 벌려 바닥이 밖으로 향하게 세운 다음, 5지를 접고 1·2·3·4지를 펴서 벌려 바닥이 밖으로 향하게 세우고, 약간 구부린 두 손을 양 어깨에 올려놓은 다음, 두 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 좌우로 엇갈리게 움직이고, 5지를 펴서 세운 왼 주먹 밑에 오른 주먹의 바닥을 댔다가 펴면서 밖으로 내민 다음, 왼손을 손바닥이 위로 향하게 약간 구부리고, 그 위에 오른손을 손바닥이 아래로 향하게 약간 구부려 올려놓고 서로 엇갈리게 돌린다.",이사 정치 파동,,전문용어 수어 > 정치
9275,23278,"손가락이 위로 향하게 구부린 두 손을 좌우로 약간 벌리며 손가락을 모아 쥔 다음, 왼 주먹의 1지를 펴서 바닥이 위로 향하게 하고, 그 바닥에 오른 주먹의 1지를 펴서 바닥을 대고, 주먹을 쥐고 반쯤 굽힌 왼팔의 위쪽에 오른손의 5지 옆면을 댔다가 반원을 그리며 내려 팔꿈치 위쪽에 4지 옆면이 닿게 하고, 1·2지를 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린 다음, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",이원적 집정부제,,전문용어 수어 > 정치
